戴森联想破价，还有半小时！,正面,0.9955,0.0004,0.0041
戴森联想破价，还有半小时！,正面,0.9955,0.0004,0.0041
戴森联想破价，还有半小时！,正面,0.9955,0.0004,0.0041
戴森联想破价，还有半小时！,正面,0.9955,0.0004,0.0041
[平安果][平安果][平安果][平安果][平安果][平安果][平安果][平安果][平安果],正面,0.9981,0.0006,0.0013
怎么用,正面,0.8064,0.0647,0.1285
戴森联想破价，还有半小时！,正面,0.9955,0.0004,0.0041
戴森联想破价，还有半小时！,正面,0.9955,0.0004,0.0041
戴森联想破价，还有半小时！,正面,0.9955,0.0004,0.0041
苹果手机,正面,0.8371,0.0407,0.122
苹果15呢,负面,0.4753,0.0206,0.504
苹果手机,正面,0.8371,0.0407,0.122
手机,正面,0.6535,0.1085,0.2376
黄金早啥意思,正面,0.9531,0.0106,0.0362
139,负面,0.2317,0.1309,0.6372
董部董部哈哈[爱心][爱心][爱心][爱心],正面,0.9992,0.0001,0.0007
有60,正面,0.6704,0.0263,0.3031
我喜欢鹏鹏[爱心],正面,0.9976,0.0001,0.0023
一人设个密码，拿走吧,正面,0.9004,0.0014,0.0981
问界m9还有吗,正面,0.9775,0.0042,0.0181
华为的功能比某果高级千百倍。有啥不懂的可以问我，Rs和X5我都在用！[呲牙]免费充当临时客服。,正面,0.9988,0.0001,0.0012
洛川苹果发什么快递呀,负面,0.4809,0.0009,0.5181
好贵，买不起,负面,0.0348,0.0225,0.9426
吃的是草挤的是奶,负面,0.0393,0.0008,0.9599
儿童手表,正面,0.8359,0.0331,0.1309
画s可以长截屏,正面,0.9955,0.0002,0.0044
华为产品有疑问的现在就可以找客服，华为产品有疑问的找客服,负面,0.2281,0.021,0.7508
黄金枣[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],正面,0.7145,0.1158,0.1696
谈个儿童手表吧我看挺多人要,正面,0.9985,0.0001,0.0013
娃哈哈呢？,中性,0.0397,0.6449,0.315
原谅你仨刚穿越到21世纪[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],正面,0.7063,0.126,0.1677
哇哈哈,正面,0.9925,0.0012,0.0063
这个手机多少钱啊,正面,0.6752,0.0029,0.3216
[比心][比心][比心][比心][比心][比心][比心][比心][比心],正面,0.3955,0.2194,0.385
哇哇哇抢到了,正面,0.8833,0.0002,0.1165
宇辉穿的太少了,正面,0.9232,0.0002,0.0766
耳机139,负面,0.2418,0.0473,0.7107
139,负面,0.2317,0.1309,0.6372
136,负面,0.1822,0.1848,0.6327
小的折叠！,负面,0.0922,0.2131,0.6945
终于买到了,正面,0.7906,0.009,0.2002
购物车里面自助下单了,正面,0.8797,0.0023,0.1179
[比心][比心][比心][比心][比心][比心][比心][比心][比心],正面,0.3955,0.2194,0.385
我现在就用的这个耳机,正面,0.7774,0.0007,0.2219
讲讲手表，讲讲手表，讲讲手表，讲讲手表，讲讲手表，讲讲手表，,负面,0.0037,0.0003,0.996
老人机刚看有,正面,0.995,0.0001,0.0048
[福][福][福][福][福][福][福][666][666][666][666][福][福][福][福][666][666][666][666][666][福][福][福][福][福][666][666][666][666][666][666][666][福][福][福],正面,0.9827,0.0058,0.0115
[呲牙][呲牙][呲牙][呲牙][呲牙][呲牙],正面,0.4584,0.1522,0.3893
还可以表情控制拍照,正面,0.6319,0.0116,0.3563
不卖车吗？,正面,0.7158,0.1895,0.0945
耳机买了,负面,0.3704,0.0075,0.6219
139,负面,0.2317,0.1309,0.6372
139,负面,0.2317,0.1309,0.6372
60,正面,0.6702,0.0919,0.2377
@lyy_幸福花开 紫色,正面,0.9762,0.0058,0.0179
139,负面,0.2317,0.1309,0.6372
好欢乐,正面,0.9974,0.0005,0.002
把哪个键子打开，可以手势,正面,0.5258,0.0182,0.4559
139,负面,0.2317,0.1309,0.6372
很好用，续航超强,正面,0.9894,0.0003,0.0103
139买的,负面,0.2869,0.0103,0.7026
儿童手表,正面,0.8359,0.0331,0.1309
耳机便宜,正面,0.9963,0.0004,0.0032
直接送你们了，我说的,负面,0.1673,0.0008,0.8319
抢不到,正面,0.5432,0.036,0.4205
50,负面,0.3982,0.1328,0.4687
@AA小小强 丰俭由人，你圣人？,正面,0.9983,0.0006,0.0011
耳机什么手机都可以用吗？,负面,0.025,0.3191,0.6558
有没有纤涛洗发水？？,正面,0.7248,0.2018,0.0733
[赞][赞][赞][赞][赞][赞][赞][赞],正面,0.9995,0.0,0.0005
蓝色没了,正面,0.5901,0.023,0.3865
可以打电话么,正面,0.8849,0.0118,0.1031
没了蓝色,负面,0.4088,0.0034,0.5876
丈母娘们，果然有钱[呲牙][呲牙][呲牙][呲牙],正面,0.6467,0.0686,0.2846
能找点平板支架吗,正面,0.6143,0.02,0.3656
路由器还有吗,负面,0.0593,0.0707,0.8697
耳机都卖了3万单。400多万,正面,0.9806,0.0082,0.0111
蓝色加吗,负面,0.0564,0.1344,0.8089
没了啊,负面,0.3217,0.0089,0.6692
其他产品,正面,0.6501,0.0728,0.2767
付款没有问题，我刚付完,正面,0.8588,0.0043,0.1369
粑粑柑巨酸，以后都不敢来买了,负面,0.0925,0.0255,0.882
新来的朋友点点关注,正面,0.9985,0.0001,0.0014
鹏鹏优秀  机灵  董董帅气,正面,0.9991,0.0,0.0009
"@木??子??李?? 好的,已安  排加急发货,这 边让小助理给您备注发2袋",正面,0.988,0.0086,0.0034
付不了款,负面,0.1333,0.0152,0.8513
董董讲品讲得好,正面,0.9988,0.0,0.0012
说说今天坐的车,正面,0.8095,0.0001,0.1903
60又加了！,负面,0.1967,0.2152,0.5879
不能用吗？苹果能用不,负面,0.0419,0.0764,0.8816
@LawyerSun,正面,0.998,0.0002,0.0018
打电话声音可以不,负面,0.3949,0.0287,0.5763
@失意摩天轮 肯定有,正面,0.6591,0.0244,0.3165
[666][666][666][666][666][666][666][666],负面,0.1921,0.0822,0.7256
蓝色,负面,0.346,0.0868,0.5669
蓝色,负面,0.346,0.0868,0.5669
有啥想咨询的可以问我，Rs和X5我都在用！[呲牙]免费充当临时客服[呲牙],正面,0.9959,0.0004,0.0037
60标准版,正面,0.5134,0.0845,0.4019
@羽音 华为专场,正面,0.9908,0.0005,0.0086
66666666,负面,0.3137,0.1905,0.4956
耳机蓝色,负面,0.429,0.0324,0.5385
什么时候发货,负面,0.2986,0.0017,0.6991
哈哈哈哈哈哈哈,正面,0.9219,0.0265,0.0515
下不了单,负面,0.1027,0.0427,0.8543
蓝色,负面,0.346,0.0868,0.5669
买到蓝色了[呲牙],负面,0.1955,0.0336,0.7706
厉害了哇[赞][赞][赞],正面,0.9974,0.0002,0.0024
有平板支架吗？？？？？？？？？,负面,0.0019,0.0108,0.9872
劵是自动减的,负面,0.1376,0.0029,0.8595
介绍一下手表,正面,0.8584,0.0136,0.128
大仙,正面,0.6022,0.2334,0.1641
蓝色,负面,0.346,0.0868,0.5669
什么手机都可用,负面,0.126,0.0057,0.8682
@善哉_念觉 ོ 你没带过眼镜吧，,正面,0.991,0.0009,0.0081
苹果手机能用吗,正面,0.5341,0.0606,0.4052
讲的真详细,正面,0.997,0.0001,0.0029
鹏鹏 董董，讲得真好,正面,0.9943,0.0003,0.0054
1199手机还有[爱心][爱心],正面,0.9453,0.0085,0.0461
耳机真好用,正面,0.9404,0.0051,0.0545
